name,address,zip,city,state,paid id,longitude,latitude,neighborhood,regionid
A-1 Self Storage,3911 Pacific Hwy San Diego CA 92110-2023,92110-2023,San Diego,CA,69382,-117.187664,32.742084,Midtown District,274527
A-1 Self Storage,2245 Hotel Cir S San Diego CA 92108-3315,92108-3315,San Diego,CA,,-117.186037,32.759185,Midtown District,274527
Storage Etc - Hancock,2150 Hancock St San Diego CA 92110,92110,San Diego,CA,64408,-117.191248,32.745987,Midtown District,274527
Old Town Self Storage,4800 Pacific Hwy San Diego CA 92110,92110,San Diego,CA,67611,-117.202492,32.759975,Midtown District,274527
Extra Space Storage,3883 Sherman St San Diego CA 92110,92110,San Diego,CA,68504,-117.206634,32.756273,Midtown District,274527
North American Van Lines Agent-Valley Relocation & Storage,4721 Kelton Way Sacramento CA 95838-2078,95838-2078,Sacramento,CA,,-121.466099,38.653632,Glenwood Meadows,268180
Executive Mini Storage,6340 Freeport Boulevard Sacramento CA 95822-5917,95822-5917,Sacramento,CA,,-121.502281,38.511275,Golf Course Terrace,268185
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505255,38.497336,Golf Course Terrace,268185
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505562,38.495942,Golf Course Terrace,268185
9th & X Self Storage,2410 9th Street Sacramento CA 95818-2038,95818-2038,Sacramento,CA,,-121.501539,38.56519,Land Park,268250
Tiger Self Storage,5443 Stockton Boulevard Sacramento CA 95820-5413,95820-5413,Sacramento,CA,,-121.443185,38.526282,Lawrence Park,268254
Extra Space Storage,5051 Perry Ave Sacramento CA 95820,95820,Sacramento,CA,68551,-121.447512,38.531806,Lawrence Park,268254
Extra Space Storage,5051 Perry Ave Sacramento CA 95820,95820,Sacramento,CA,68551,-121.447421,38.5315,Lawrence Park,268254
National Self Storage,2620 Florin Road Sacramento CA 95822-4525,95822-4525,Sacramento,CA,63220,-121.47878,38.4958,Meadowview,268284
U.Store.It,2620 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,63220,-121.47875,38.495792,Meadowview,268284
U-Store-It Florin Road,2620 Florin Road Sacramento CA 95822,95822,Sacramento,CA,63220,-121.478409,38.495721,Meadowview,268284
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505562,38.495942,Meadowview,268284
The Shed Mini Storage,1717 29th Street Sacramento CA 95816-7356,95816-7356,Sacramento,CA,,-121.471368,38.565612,Midtown,268295
21st & R Self Storage,1800 21st St Sacramento CA 95811,95811,Sacramento,CA,64714,-121.483528,38.567288,Midtown,268295
Affordable Moving And Storage,405 30th Street Sacramento CA 95816-3302,95816-3302,Sacramento,CA,,-121.463726,38.579645,New Era Park,268333
Extra Space Storage,3000 B St Sacramento CA 95816,95816,Sacramento,CA,68571,-121.463619,38.582251,New Era Park,268333
The Shed Mini Storage,1717 29th Street Sacramento CA 95816-7356,95816-7356,Sacramento,CA,,-121.471368,38.565612,Newton Booth,268335
Boxt Containers,1 Main Ave Sacramento CA 95838-2014,95838-2014,Sacramento,CA,,-121.474379,38.65537,North Pointe,274735
Depot Park,16 Business Park Way Sacramento CA 95828-0912,95828-0912,Sacramento,CA,,-121.396099,38.5249,Packard Bell,268388
Affordable Stor-N-Lok,21 Massie Court Sacramento CA 95823-4301,95823-4301,Sacramento,CA,,-121.42008,38.475703,Parkway,117224
Super Mini Storage,7707 Stockton Boulevard Elk Grove CA 95823-4309,95823-4309,Elk Grove,CA,,-121.420398,38.477404,Parkway,117224
United States Cold Storage,3100 52nd Avenue Sacramento CA 95823-1023,95823-1023,Sacramento,CA,,-121.471444,38.5031,Parkway,117224
Load-N-Lock Storage: Florin,7250 55th St Sacramento CA 95823,95823,Sacramento,CA,,-121.4412,38.493587,Parkway,117224
Load N Lock,7455 Stockton Blvd Sacramento CA 95823,95823,Sacramento,CA,,-121.424804,38.486904,Parkway,117224
Load-N-Lock Storage,7250 55th Street Sacramento CA 95823-2630,95823-2630,Sacramento,CA,,-121.441199,38.4936,Parkway,117224
Security Public Storage,7301 Franklin Boulevard Sacramento CA 95823-2975,95823-2975,Sacramento,CA,,-121.457175,38.492056,Parkway,117224
Extra Space Storage,6900 Franklin Blvd Sacramento CA 95823,95823,Sacramento,CA,68601,-121.463413,38.501157,Parkway,117224
U.Store.It,7245 55th St Sacramento CA 95823,95823,Sacramento,CA,63221,-121.441209,38.493821,Parkway,117224
U-Store-It 55th Street,7245 55th Street Sacramento CA 95823,95823,Sacramento,CA,63221,-121.440358,38.494133,Parkway,117224
Extra Space Storage,6900 Franklin Blvd Sacramento CA 95823,95823,Sacramento,CA,68601,-121.46233,38.501337,Parkway,117224
21st Century Self-Storage,4161 Pell Dr Sacramento CA 95838-2550,95838-2550,Sacramento,CA,,-121.470068,38.643001,Pell-Main Industrial Park,274996
CGL Freight Solutions,4661 Pell Drive Sacramento CA 95838-2068,95838-2068,Sacramento,CA,,-121.471498,38.651702,Pell-Main Industrial Park,274996
North American Van Lines Agent-Valley Relocation & Storage,4721 Kelton Way Sacramento CA 95838-2078,95838-2078,Sacramento,CA,,-121.466099,38.653632,Pell-Main Industrial Park,274996
Statewide Elk Grove Mini Storage,1106 Corporate Way Sacramento CA 95831-3875,95831-3875,Sacramento,CA,,-121.516861,38.490101,Pocket,268409
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505255,38.497336,Pocket,268409
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505562,38.495942,Pocket,268409
21st & R Self Storage,1800 21st St Sacramento CA 95811,95811,Sacramento,CA,64714,-121.483528,38.567288,Poverty Ridge,268415
National Self Storage,775 N 16th St Sacramento CA 95814-0522,95814-0522,Sacramento,CA,,-121.478547,38.593478,Richards,268432
U.Store.It,775 N 16th St Sacramento CA 95811,95811,Sacramento,CA,63226,-121.478557,38.593486,Richards,268432
River District Indoor RV Storage,849 N 10th St Sacramento CA 95811,95811,Sacramento,CA,28262,-121.485066,38.59926,Richards,268432
U-Store-It North 16th Street,775 North 16th Street Sacramento CA 95811,95811,Sacramento,CA,63226,-121.477904,38.593962,Richards,268432
Kababayan Freight Express,1 Hallidie Plaza Suite 210 San Francisco CA 94102-2846,94102-2846,San Francisco,CA,,-122.408298,37.783803,Downtown,268114
Security Public Storage,43 Page Street San Francisco CA 94102-5913,94102-5913,San Francisco,CA,,-122.421484,37.774214,Downtown,268114
Fort Knox Self Storage,370 Turk St San Francisco CA 94102,94102,San Francisco,CA,64707,-122.41524,37.782934,Downtown,268114
Mini Storage Stable,11280 Coloma Road Sacramento CA 95814,95814,Sacramento,CA,,-121.441255,38.571272,River Park,268438
National Self Storage,775 N 16th St Sacramento CA 95814-0522,95814-0522,Sacramento,CA,,-121.478547,38.593478,South American River Industrial Park,275409
U.Store.It,775 N 16th St Sacramento CA 95811,95811,Sacramento,CA,63226,-121.478557,38.593486,South American River Industrial Park,275409
U-Store-It North 16th Street,775 North 16th Street Sacramento CA 95811,95811,Sacramento,CA,63226,-121.477904,38.593962,South American River Industrial Park,275409
Executive Mini Storage,6340 Freeport Boulevard Sacramento CA 95822-5917,95822-5917,Sacramento,CA,,-121.502281,38.511275,South Land Park,268488
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505255,38.497336,South Land Park,268488
Extra Space Storage,1353 Florin Rd Sacramento CA 95822,95822,Sacramento,CA,68470,-121.505562,38.495942,South Land Park,268488
National Self Storage,660 Garden Hwy Sacramento CA 95833-3430,95833-3430,Sacramento,CA,63632,-121.488946,38.608356,South Natomas,268489
9th & X Self Storage,2410 9th Street Sacramento CA 95818-2038,95818-2038,Sacramento,CA,,-121.501539,38.56519,Southside Park,268498
9th & X Self Storage,2410 9th Street Sacramento CA 95818-2038,95818-2038,Sacramento,CA,,-121.501539,38.56519,Upper Land Park,268542
All Storage Of Elk Grove,8680 West Stockton Boulevard Elk Grove CA 95758-9504,95758-9504,Elk Grove,CA,,-121.403499,38.440734,Valley High-North Laguna,275845
Power Inn Road Self Storage,7888 Iona Way Sacramento CA 95828-5202,95828-5202,Sacramento,CA,,-121.405132,38.470815,Valley High-North Laguna,275845
California Storage Centers - Elk Grove,8392 Power Inn Road Elk Grove CA 95624-3463,95624-3463,Elk Grove,CA,,-121.405211,38.452828,Valley High-North Laguna,275845
Extra Space Storage,8051 E Stockton Blvd Sacramento CA 95823,95823,Sacramento,CA,68570,-121.413851,38.464569,Valley High-North Laguna,275845
Sentry Storage,8666 W Stockton Blvd Elk Grove CA 95758,95758,Elk Grove,CA,62971,-121.404741,38.442053,Valley High-North Laguna,275845
Extra Space Storage,8051 E Stockton Blvd Sacramento CA 95823,95823,Sacramento,CA,68570,-121.414487,38.466153,Valley High-North Laguna,275845
Natomas Self Storage,2640 El Centro Road Sacramento CA 95833-9703,95833-9703,Sacramento,CA,,-121.539299,38.613787,Willowcreek,268600
United States Cold Storage,3100 52nd Avenue Sacramento CA 95823-1023,95823-1023,Sacramento,CA,,-121.471444,38.5031,Woodbine,268607
U-Store-It East Baseline,1441 East Baseline Street San Bernardino CA 92410,92410,San Bernardino,CA,63288,-117.32123,34.12132,Alessandro,272743
U.Store.It,802 West 40th Street I San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.300516,34.164611,Arrowhead,272801
U.Store.It,700 West 40th Street II San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.297208,34.16464,Arrowhead,272801
U-Store-It West 40th Street,700 West 40th Street San Bernardino CA 92407,92407,San Bernardino,CA,63359,-117.298828,34.164654,Arrowhead,272801
Home Handy Storage,4773 Home Avenue San Diego CA 92105-4403,92105-4403,San Diego,CA,,-117.09264,32.735715,City Heights East,268071
U.Store.It,802 West 40th Street I San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.300516,34.164611,Cajon,273105
U.Store.It,700 West 40th Street II San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.297208,34.16464,Cajon,273105
U-Store-It West 40th Street,802 West 40th Street San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.300473,34.16492,Cajon,273105
U-Store-It West 40th Street,700 West 40th Street San Bernardino CA 92407,92407,San Bernardino,CA,63359,-117.298828,34.164654,Cajon,273105
Baseline Personal Storage,1718 West Base Line Street Sn Bernrdno CA 92411-1649,92411-1649,Sn Bernrdno,CA,,-117.325398,34.1213,Carvedale,273145
U-Store-It West Baseline,1238 West Baseline Rialto CA 92376,92376,Rialto,CA,63332,-117.325267,34.121289,Carvedale,273145
U.Store.It,1441 E. Baseline St. San Bernardino CA 92410,92410,San Bernardino,CA,63288,-117.255699,34.121312,Curtis,273427
U.Store.It,950 North Tippecanoe San Bernardino CA 92410,92410,San Bernardino,CA,63357,-117.260979,34.117142,Curtis,273427
U-Store-It North Tippecanoe,950 North Tippecanoe San Bernardino CA 92410,92410,San Bernardino,CA,63357,-117.260989,34.117059,Curtis,273427
U.Store.It,1450 W. 23rd St. San Bernardino CA 92411,92411,San Bernardino,CA,63287,-117.316215,34.136859,Delman,273459
U-Store-It West 23rd Street,1450 West 23rd Street San Bernardino CA 92411,92411,San Bernardino,CA,63287,-117.315441,34.137056,Delman,273459
U.Store.It,950 North Tippecanoe San Bernardino CA 92410,92410,San Bernardino,CA,63357,-117.260979,34.117142,East Valley,273570
U-Store-It North Tippecanoe,950 North Tippecanoe San Bernardino CA 92410,92410,San Bernardino,CA,63357,-117.260989,34.117059,East Valley,273570
U.Store.It,"1158 North ""H"" Street San Bernardino CA 92410",92410,San Bernardino,CA,63353,-117.300919,34.120473,Feldheym,273713
U.Store.It,1985 Ostrems Way San Bernardino CA 92407,92407,San Bernardino,CA,63500,-117.333858,34.161901,Hudson,274066
U-Store-It Ostrems Way,1985 Ostrems Way San Bernardino CA 92407,92407,San Bernardino,CA,63500,-117.331498,34.161991,Hudson,274066
Bates Moving & Storage,440 Bush Street San Francisco CA 94108-3731,94108-3731,San Francisco,CA,,-122.405052,37.7906,Financial District,268156
Merrill Corporation Dms,500 Sansome Street San Francisco CA 94111-3211,94111-3211,San Francisco,CA,,-122.401398,37.794902,Financial District,268156
Container Store,26 4th Street San Francisco CA 94103-3102,94103-3102,San Francisco,CA,,-122.405142,37.785243,Financial District,268156
Loughlin William C & CO,50 California Street Suite 3060 San Francisco CA 94111-4774,94111-4774,San Francisco,CA,,-122.396401,37.7937,Financial District,268156
William Dukes & Co,400 Montgomery Street San Francisco CA 94104-1229,94104-1229,San Francisco,CA,,-122.402698,37.792902,Financial District,268156
William Wan & Co,170 Columbus Avenue San Francisco CA 94133-5119,94133-5119,San Francisco,CA,,-122.405106,37.796867,Financial District,268156
William Blair & Co L L C,343 Sansome Street San Francisco CA 94104-1303,94104-1303,San Francisco,CA,,-122.401103,37.793529,Financial District,268156
Lock & Leave Storage - San Bernardino,322 S Waterman Ave San Bernardino CA 92408-1520,92408-1520,San Bernardino,CA,,-117.278735,34.096364,International,274099
U.Store.It,401 S. Waterman Ave. San Bernardino CA 92408,92408,San Bernardino,CA,63285,-117.278749,34.093972,International,274099
U-Store-It South Waterman,401 South Waterman Avenue San Bernardino CA 92408,92408,San Bernardino,CA,63285,-117.278648,34.093741,International,274099
Universal Self Storage,3086 Kendall Drive San Bernardino CA 92407-5169,92407-5169,San Bernardino,CA,,-117.356375,34.18926,Kendall,274171
U.Store.It,5185 Hallmark Parkway San Bernardino CA 92407,92407,San Bernardino,CA,63383,-117.345861,34.176387,Kendall,274171
U-Store-It Hallmark Parkway,5185 Hallmark Parkway San Bernardino CA 92407,92407,San Bernardino,CA,63383,-117.346071,34.176638,Kendall,274171
International Self Storage,7932 Leslie Lane Highland CA 92346-4032,92346-4032,Highland,CA,,-117.233299,34.109245,Lankershim,276417
U.Store.It,981 West Mill Street San Bernardino CA 92410,92410,San Bernardino,CA,63355,-117.305006,34.09216,Lytle Creek,274384
U-Store-It West Mill Street,981 West Mill Street San Bernardino CA 92410,92410,San Bernardino,CA,63355,-117.304515,34.092162,Lytle Creek,274384
U-Store-It East Baseline,1441 East Baseline Street San Bernardino CA 92410,92410,San Bernardino,CA,63288,-117.32123,34.12132,Mount Vernon,274607
Extra Space Storage,2180 W Highland Ave San Bernardino CA 92407,92407,San Bernardino,CA,68532,-117.337654,34.136791,Muscoy,116813
Extra Space Storage,2180 W Highland Ave San Bernardino CA 92407,92407,San Bernardino,CA,68532,-117.338828,34.136199,Muscoy,116813
U.Store.It,1985 Ostrems Way San Bernardino CA 92407,92407,San Bernardino,CA,63500,-117.333858,34.161901,Muscoy,116813
U-Store-It Ostrems Way,1985 Ostrems Way San Bernardino CA 92407,92407,San Bernardino,CA,63500,-117.331498,34.161991,Muscoy,116813
U.Store.It,1450 W. 23rd St. San Bernardino CA 92411,92411,San Bernardino,CA,63287,-117.316215,34.136859,Muscupiabe,274628
U-Store-It West 23rd Street,1450 West 23rd Street San Bernardino CA 92411,92411,San Bernardino,CA,63287,-117.315441,34.137056,Muscupiabe,274628
Extra Space Storage,2005 Sterling Ave San Bernardino CA 92404,92404,San Bernardino,CA,68569,-117.243688,34.133349,Pacific,274939
Kuehne & Nagel Inc.,2580 West Walnut Avenue Rialto CA 92376,92376,Rialto,CA,,-117.345634,34.09666,Rancho West,275131
U.Store.It,802 West 40th Street I San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.300516,34.164611,Ridgeline,275169
U-Store-It West 40th Street,700 West 40th Street San Bernardino CA 92407,92407,San Bernardino,CA,63359,-117.298828,34.164654,Ridgeline,275169
Extra Space Storage,2005 Sterling Ave San Bernardino CA 92404,92404,San Bernardino,CA,68569,-117.243688,34.133349,San Gorgonio,275288
U.Store.It,26441 Highland Highland CA 92346,92346,Highland,CA,63276,-117.227394,34.13584,San Gorgonio,275288
U.Store.It,2650 East Highland Avenue Highland CA 92346,92346,Highland,CA,63350,-117.229604,34.13584,San Gorgonio,275288
U-Store-It East Highland Avenue,2650 East Highland Avenue Highland CA 92346,92346,Highland,CA,63350,-117.23014,34.135805,San Gorgonio,275288
U-Store-It Highland Avenue,26441 Highland Avenue Highland CA 92346,92346,Highland,CA,63276,-117.227198,34.134796,San Gorgonio,275288
Extra Space Storage,2005 Sterling Ave San Bernardino CA 92404,92404,San Bernardino,CA,68569,-117.242119,34.133485,San Gorgonio,275288
U.Store.It,802 West 40th Street I San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.300516,34.164611,Sandin Hills,275297
U.Store.It,700 West 40th Street II San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.297208,34.16464,Sandin Hills,275297
U-Store-It West 40th Street,802 West 40th Street San Bernardino CA 92407,92407,San Bernardino,CA,63358,-117.300473,34.16492,Sandin Hills,275297
U-Store-It West 40th Street,700 West 40th Street San Bernardino CA 92407,92407,San Bernardino,CA,63359,-117.298828,34.164654,Sandin Hills,275297
Storage Usa District Office,1585 South D Street San Bernardino CA 92408-3257,92408-3257,San Bernardino,CA,,-117.291585,34.070893,Show Place,275374
U.Store.It,601 S. Waterman Ave. San Bernardino CA 92408,92408,San Bernardino,CA,63286,-117.278651,34.090055,Show Place,275374
U-Store-It South Waterman,601 South Waterman Avenue San Bernardino CA 92408,92408,San Bernardino,CA,63286,-117.278619,34.090152,Show Place,275374
Extra Space Storage,155 W Club Center Dr San Bernardino CA 92408,92408,San Bernardino,CA,68526,-117.28642,34.059926,South Pointe,275452
Extra Space Storage,155 W Club Center Dr San Bernardino CA 92408,92408,San Bernardino,CA,68526,-117.285773,34.060288,South Pointe,275452
Lock & Leave Storage - San Bernardino,322 S Waterman Ave San Bernardino CA 92408-1520,92408-1520,San Bernardino,CA,,-117.278735,34.096364,Stadium West,275557
U.Store.It,401 S. Waterman Ave. San Bernardino CA 92408,92408,San Bernardino,CA,63285,-117.278749,34.093972,Stadium West,275557
National City Self Storage,4437 Twain Avenue San Diego CA 92120-3405,92120-3405,San Diego,CA,,-117.098952,32.784999,Grantville,115372
A1 Self Storage,4607 Mission Gorge Place San Diego CA 92120-4133,92120-4133,San Diego,CA,,-117.095462,32.782927,Grantville,115372
A-1 Self Storage,4680 Alvarado Canyon Road San Diego CA 92120-4304,92120-4304,San Diego,CA,,-117.093769,32.780634,Grantville,115372
A Full Service Self Storage,2850 West Foothill Boulevard Rialto CA 92376-5368,92376-5368,Rialto,CA,,-117.352007,34.1068,Terrace,275686
U.Store.It,981 West Mill Street San Bernardino CA 92410,92410,San Bernardino,CA,63355,-117.305006,34.09216,Valley College,276624
U-Store-It West Mill Street,981 West Mill Street San Bernardino CA 92410,92410,San Bernardino,CA,63355,-117.304515,34.092162,Valley College,276624
A-American Self Storage - Mill St,875 E Mill St San Bernardino CA 92408,92408,San Bernardino,CA,37104,-117.265893,34.091991,Valley View,275849
